isolate_name,subtype
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:1|dose:1000nM,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:2|dose:40nM,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:2|dose:200nM,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:2|dose:1000nM,NULL
ivsel:Wu12|exp:1|p10,NULL
ivsel:Wu12|exp:2|p10,NULL
ivsel:Wu12|exp:3|p10,NULL
ivsel:Wu12|exp:1|p15,NULL
ivsel:Wu12|exp:2a|p15,NULL
ivsel:Wu12|exp:2b|p15,NULL
ivsel:Wu12|exp:3|p15,NULL
ivsel:Wu12|exp:4|p15,NULL
ivsel:Wu12|exp:1|p20,NULL
ivsel:Wu12|exp:2a|p20,NULL
ivsel:Wu12|exp:2b|p20,NULL
ivsel:Wu12|exp:3|p20,NULL
ivsel:Wu12|exp:4|p20,NULL
ivsel:Wu12|exp:1|p25,NULL
ivsel:Wu12|exp:2a|p25,NULL
ivsel:Wu12|exp:2b|p25,NULL
ivsel:Wu12|exp:3|p25,NULL
ivsel:Wu12|exp:4|p25,NULL
ivsel:Gao92|IIIB|exp:1,NULL
Strain 187,NULL
ivsel:Gao92|Strain 187|exp:1,NULL
ivsel:Cilento21|BRU|exp:1|p6,NULL
ivsel:Cilento21|BRU|exp:1|p9,NULL
ivsel:Cilento21|LAI (K65R)|exp:1|p6,NULL
ivsel:Cilento21|LAI (K65R)|exp:1|p9,NULL
ivsel:Cilento21|LAI (K65R)|exp:1|p10,NULL
LAI (M184V),B
ivsel:Cilento21|LAI (M184V)|exp:1|p6,NULL
ivsel:Cilento21|LAI (M184V)|exp:1|p9,NULL
LAI (D67N/K70R/T215F/K219Q),B
ivsel:Cilento21|LAI (D67N/K70R/T215F/K219Q)|exp:1|p6,NULL
ivsel:Cilento21|LAI (D67N/K70R/T215F/K219Q)|exp:1|p9,NULL
ivsel:Maeda14|Islatravir|exp:1|p15,NULL
ivsel:Maeda14|TDF|exp:1|p15,NULL
ivsel:Maeda14|Censavudine|exp:1|p15,NULL
11MIX,NULL
ivsel:Maeda14|Islatravir|exp:1|p5,NULL
ivsel:Maeda14|Islatravir|exp:1|p10,NULL
ivsel:Maeda14|Islatravir|exp:1|p20,NULL
ivsel:Maeda14|Islatravir|exp:1|p25,NULL
ivsel:Maeda14|TDF|exp:1|p5,NULL
ivsel:Maeda14|TDF|exp:1|p10,NULL
ivsel:Maeda14|TDF|exp:1|p18,NULL
ivsel:Maeda14|TDF|exp:1|p22,NULL
ivsel:Maeda14|Censavudine|exp:1|p5,NULL
ivsel:Maeda14|Censavudine|exp:1|p10,NULL
