isolate_name,gene,genbank_accn
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:3|p~8,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:3|p~12,IN,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:3|p~16,IN,NULL
ivsel:Yant19|MT-2|exp:1,CA,NULL
ivsel:Yant19|MT-2|exp:2,CA,NULL
ivsel:Yant19|MT-2|exp:3,CA,NULL
ivsel:Yant19|MT-2|exp:4,CA,NULL
ivsel:Yant19|MT-2|exp:5,CA,NULL
ivsel:Yant19|MT-2|exp:6,CA,NULL
ivsel:Yant19|PBMC|exp:1,CA,NULL
ivsel:Yant19|PBMC|exp:2,CA,NULL
ivsel:Yant19|PBMC|exp:3,CA,NULL
ivsel:Yant19|PBMC|exp:4,CA,NULL
ivsel:Yant19|PBMC|exp:5,CA,NULL
ivsel:Yant19|PBMC|exp:6,CA,NULL
ivsel:Yant19|PBMC|exp:7,CA,NULL
ivsel:Depatureaux15|Strain 5326|RAL|exp:1,IN,NULL
Strain 11367,IN,NULL
ivsel:Depatureaux15|Strain 11367|RAL|exp:1,IN,NULL
MVPS180,IN,NULL
ivsel:Depatureaux15|MVPS180|RAL|exp:1,IN,NULL
BCF11,IN,NULL
ivsel:Depatureaux15|BCF11|RAL|exp:1,IN,NULL
ivsel:Depatureaux15|Strain 5326|EVG|exp:1,IN,NULL
ivsel:Depatureaux15|Strain 11367|EVG|exp:1,IN,NULL
ivsel:Depatureaux15|MVPS180|EVG|exp:1,IN,NULL
ivsel:Depatureaux15|BCF11|EVG|exp:1,IN,NULL
ivsel:Depatureaux15|Strain 5326|DTG|exp:1,IN,NULL
ivsel:Depatureaux15|Strain 11367|DTG|exp:1,IN,NULL
ivsel:Depatureaux15|MVPS180|DTG|exp:1,IN,NULL
ivsel:Depatureaux15|BCF11|DTG|exp:1,IN,NULL
ivsel:Quashie12|Strain 5331|exp:1|20w,IN,NULL
ivsel:Quashie12|BK132|exp:1|20w,IN,NULL
ivsel:Quashie12|Strain 5326|exp:1|20w,IN,NULL
ivsel:Quashie12|pNL4-3|exp:1|20w,IN,NULL
Strain 12197 RAL TI WT for INI,IN,NULL
ivsel:Quashie12|Strain 12197 RAL TI WT for INI|exp:1|20w,IN,NULL
ivsel:Quashie12|Strain 6399|exp:1|20w,IN,NULL
ivsel:Quashie12|96USSN20|exp:1|20w,IN,NULL
ivsel:Quashie12|Strain 4742|exp:1|20w,IN,NULL
96USNG31,IN,NULL
ivsel:Quashie12|96USNG31|exp:1|20w,IN,NULL
ivsel:Quashie12|BK132|exp:1|37w,IN,NULL
ivsel:Quashie12|Strain 5326|exp:1|37w,IN,NULL
ivsel:Quashie12|pNL4-3|exp:1|37w,IN,NULL
ivsel:Quashie12|Strain 12197 RAL TI WT for INI|exp:1|34w,IN,NULL
ivsel:Quashie12|Strain 6399|exp:1|37w,IN,NULL
ivsel:Quashie12|96USSN20|exp:1|37w,IN,NULL
ivsel:Quashie12|Strain 4742|exp:1|37w,IN,NULL
ivsel:Quashie12|96USNG31|exp:1|37w,IN,NULL
ivsel:Vingerhoets05|BRU|exp:1|dose:200nM,RT,NULL
ivsel:Vingerhoets05|BRU|exp:2|dose:40nM,RT,NULL
ivsel:Vingerhoets05|BRU|exp:3|dose:40nM,RT,NULL
HXB2 (K103N),RT,NULL
ivsel:Vingerhoets05|HXB2 (K103N)|exp:1|dose:40nM,RT,NULL
ivsel:Vingerhoets05|HXB2 (K103N)|exp:1|dose:200nM,RT,NULL
ivsel:Vingerhoets05|HXB2 (K103N)|exp:2|dose:40nM,RT,NULL
HXB2 (Y181C),RT,NULL
ivsel:Vingerhoets05|HXB2 (Y181C)|exp:1|dose:40nM,RT,NULL
ivsel:Vingerhoets05|HXB2 (Y181C)|exp:1|dose:200nM,RT,NULL
ivsel:Vingerhoets05|HXB2 (Y181C)|exp:2|dose:40nM,RT,NULL
ivsel:Vingerhoets05|HXB2 (Y181C)|exp:2|dose:200nM,RT,NULL
HXB2 (K103N/Y181C),RT,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:1|dose:40nM,RT,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:1|dose:200nM,RT,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:1|dose:1000nM,RT,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:2|dose:40nM,RT,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:2|dose:200nM,RT,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:2|dose:1000nM,RT,NULL
ivsel:Wu12|exp:1|p10,RT,NULL
ivsel:Wu12|exp:2|p10,RT,NULL
ivsel:Wu12|exp:3|p10,RT,NULL
ivsel:Wu12|exp:1|p15,RT,NULL
ivsel:Wu12|exp:2a|p15,RT,NULL
ivsel:Wu12|exp:2b|p15,RT,NULL
ivsel:Wu12|exp:3|p15,RT,NULL
ivsel:Wu12|exp:4|p15,RT,NULL
ivsel:Wu12|exp:1|p20,RT,NULL
ivsel:Wu12|exp:2a|p20,RT,NULL
ivsel:Wu12|exp:2b|p20,RT,NULL
ivsel:Wu12|exp:3|p20,RT,NULL
ivsel:Wu12|exp:4|p20,RT,NULL
ivsel:Wu12|exp:1|p25,RT,NULL
ivsel:Wu12|exp:2a|p25,RT,NULL
ivsel:Wu12|exp:2b|p25,RT,NULL
ivsel:Wu12|exp:3|p25,RT,NULL
ivsel:Wu12|exp:4|p25,RT,NULL
ivsel:Gao92|IIIB|exp:1,RT,NULL
ivsel:Gao92|Strain 187|exp:1,RT,NULL
ivsel:Cilento21|BRU|exp:1|p6,RT,NULL
ivsel:Cilento21|BRU|exp:1|p9,RT,NULL
ivsel:Cilento21|LAI (K65R)|exp:1|p6,RT,NULL
ivsel:Cilento21|LAI (K65R)|exp:1|p9,RT,NULL
ivsel:Cilento21|LAI (K65R)|exp:1|p10,RT,NULL
LAI (M184V),RT,NULL
ivsel:Cilento21|LAI (M184V)|exp:1|p6,RT,NULL
ivsel:Cilento21|LAI (M184V)|exp:1|p9,RT,NULL
LAI (D67N/K70R/T215F/K219Q),RT,NULL
ivsel:Cilento21|LAI (D67N/K70R/T215F/K219Q)|exp:1|p6,RT,NULL
ivsel:Cilento21|LAI (D67N/K70R/T215F/K219Q)|exp:1|p9,RT,NULL
ivsel:Maeda14|Islatravir|exp:1|p15,RT,NULL
ivsel:Maeda14|TDF|exp:1|p15,RT,NULL
ivsel:Maeda14|Censavudine|exp:1|p15,RT,NULL
11MIX,RT,NULL
ivsel:Maeda14|Islatravir|exp:1|p5,RT,NULL
ivsel:Maeda14|Islatravir|exp:1|p10,RT,NULL
ivsel:Maeda14|Islatravir|exp:1|p20,RT,NULL
ivsel:Maeda14|Islatravir|exp:1|p25,RT,NULL
ivsel:Maeda14|TDF|exp:1|p5,RT,NULL
ivsel:Maeda14|TDF|exp:1|p10,RT,NULL
ivsel:Maeda14|TDF|exp:1|p18,RT,NULL
ivsel:Maeda14|TDF|exp:1|p22,RT,NULL
ivsel:Maeda14|Censavudine|exp:1|p5,RT,NULL
ivsel:Maeda14|Censavudine|exp:1|p10,RT,NULL
